Entity Name,Alternative Name,Type,Tag
Prester John (Unc Can,,his lineage in Tenduc,
Prester John (Unc Can,,and the Golden King,
Prices of horses,,/see/ Horses,
Printing,,imaginary connection of Polo’s name with introduction of,
Private names supposed,,,
Prjevalsky,,Colonel N.M,
Probation of Jogis,,,
Probation of Jogis,,parallel,
Prophecy regarding Bayan,,,
Prophecy regarding Bayan,,"/Proques/, the word",
Prostitutes; at Cambaluc,,,
Prostitutes; at Cambaluc,,Kinsay,
Provinces,,thirty-four of Kúblái’s Empire,
Pseudo–Callisthenes,,,
Ptolemies’ trained African elephants,,,
Ptolemy,,,
Ptolemy,,Sarmatic Gates,
P’u-chau fu,,,
Pu-ch’eng,,,
Puer and Esmok,,,
Pukan Mien–Wang,,,
Pulad Chingsang,,,
Pulisanghin,,River and Bridge,
Pulo Bras,,,
Pulo Condore (Sondur and Condur),,,
Pulo Gommes (Gauenispola),,,
Pulo Nankai,,or Nási,
Pulo Wé,,"Wai, or Wey",
Punnei-Káyal,,,
Puránas,,the,
Puránas,,"/Purpura/, see /Pourpre/",
Putchok,,,
Putu-ho,,“Grape R.”,
Pygmies,,factitious (?),
Pygmies,,,
Qal’ah Asgher,,hot springs at,
Qara Ars-lán Beg,,king of Kermán,
Quails in India,,,
Queen of Mutfili,,,
Quicksilver and sulphur potion,,,
Quicksilver and sulphur potion,,—— as regarded by alchemists,
Quills of the Ruc,,/see/ Ruc,
Quilon,,"Kaulam, etc., /see/ Coilum",
Qumadin (Camadi,,,
Qumadin (Camadi,,,
Rabelais,,,
Rabbanta,,a Nestorian monk,
Radloff,,Dr. W.,
Radloff,,map,
Ráin,,,
Rainald,,"of Dassel, Archbishop",
Rain-makers,,/see/ Conjurers,
Rainy season,,,
Rajkot leather-work,,,
Rakka,,Rákshasas,
Rama Kamheng,,king,
Rameshwaram,,,
Ramnad,,,
Rampart of Gog and Magog,,,
Ramusio,,"Giov. Battista, /passim/",
Ramusio,,his biographical notices of Polo,
Ramusio,,his edition of Polo,
Ráná Paramitá‘s Woman Country,,,
Ranking,,John,
Raonano–Rao,,,
Rapson,,E.J,
Ras Haili,,,
Ras Haili,,—— Kumhari,
Rashíduddín,,"/alias/ Fazl-ulla Rashid, Persian statesman and",
Rashíduddín,,historian of the Mongols,
Rashíduddín,,frequently quoted in the Notes,
Ravenala tree (/Urania speciosa/),,,
Raw meat eaten,,,
Rawlinson,,Sir H,
Reclus,,/Asie russe/,
Reclus,,on Caspian Sea fisheries,
Red gold and red Tangas,,,
Red gold and red Tangas,,/Re Dor/,
Red Sea,,trade from India to Egypt by,
Red Sea,,described in some texts as a river,
Red Sea,,possible origin of mistake,
Red sect of Lamas,,,
Refraction,,abnormal,
Refraction,,"/Reg Ruwán/, of Kabul",
Refraction,,—— of Seistán,
Reindeer ridden,,,
Religion,,indifference of Chinghizide Princes to,
Religion,,occasional power of among Chinese,
Remission of taxation by Kúblái,,,
Rennell,,Major James,
Reobarles (Rúdbár,,etc.),
Revenue of Kinsay,,,
Rhinoceros (Unicorn,,in Sumatra,
Rhinoceros (Unicorn,,habits,
Rhinoceros (Unicorn,,four Asiatic species,
Rhinoceros (Unicorn,,—— /Tichorinus/,
Rhins,,Dutreuil de,
Rhubarb,,/Rheum palmatum/,
Riant,,Comte,
Ricci,,Matteo,
Rice,,,
Rice-wine,,,
Rice-wine,,at Yachi,
Rice-wine,,—— trade on Grand Canal,
Richard II,,,
Richthofen,,Baron F. von,
Richthofen,,on Fungul,
Richthofen,,on Tanpiju,
Right and Left,,ministers of the,
Rio Marabia,,,
Rio Marabia,,/Rishis/ (Eremites) of Kashmir,
Rio Marabia,,“River of China”,
Roads radiating from Cambaluc,,,
Robbers in Persia,,,
Robbers’ River,,,
Robes distributed by Kúblái,,,
Roborovsky,,Lieutenant,
Rochefort,,“faire la couvade”,
Rockets,,,
Rockhill (/Rubruck/ and /Diary of a Journey/,,,
Rockhill (/Rubruck/ and /Diary of a Journey,,"on the titles Khan, Khatun, etc.",
Rockhill (/Rubruck/ and /Diary of a Journey,,on horn horse-shoes,
Rockhill (/Rubruck/ and /Diary of a Journey,,earliest mention of name Mongol in Oriental works,
Rockhill (/Rubruck/ and /Diary of a Journey,,Mongol storm-dispellers,
Rockhill (/Rubruck/ and /Diary of a Journey,,charge of cannibalism against Tibetans,
Rockhill (/Rubruck/ and /Diary of a Journey,,on Bonbo Lamas,
Rockhill (/Rubruck/ and /Diary of a Journey,,Tablets (/hu/),
Rockhill (/Rubruck/ and /Diary of a Journey,,mechanical contrivances at E. Court,
Rockhill (/Rubruck/ and /Diary of a Journey,,Mongol etiquette,
Rockhill (/Rubruck/ and /Diary of a Journey,,Chinese leather-money,
Rockhill (/Rubruck/ and /Diary of a Journey,,Mongol post-stations,
Rockhill (/Rubruck/ and /Diary of a Journey,,pocket-spittoons,
Rockhill (/Rubruck/ and /Diary of a Journey,,from Peking to Si-ngan fu,
Rockhill (/Rubruck/ and /Diary of a Journey,,descent of Yellow River,
Rockhill (/Rubruck/ and /Diary of a Journey,,road between T’ung-kwan and Si-ngan fu,
Rockhill (/Rubruck/ and /Diary of a Journey,,two famous Uigur Nestorians,
Rockhill (/Rubruck/ and /Diary of a Journey,,on the word Salar,
Rockhill (/Rubruck/ and /Diary of a Journey,,on the Hui-hui sects,
Rockhill (/Rubruck/ and /Diary of a Journey,,on the Alan,
Rockhill (/Rubruck/ and /Diary of a Journey,,on branch of Volga Bulgars,
Rofia palm (/sagus ruffia/),,,
Rofia palm (/sagus ruffia/,,/Roiaus dereusse/ (?),
Rome,,the Sudarium at,
Rome,,"/Rondes/, ingenious but futile explanation of",
Rome,,"/Rook/, in Chess",
Rori–Bakkar,,Sepoy name for Upper Sind,
Rosaries,,Hindu,
Rostof and Susdal,,"Andrew, Grand Duke of",
Roth,,"H. Ling, on /couvade/",
Rouble,,,
Roxana,,"daughter of Darius, wife of Alexander",
Roze de l’Açur,,,
Rubies,,Balas,
Rubies,,of Ceylon,
Rubies,,of Adam’s Peak,
Rubruquis,,"or Rubruc, Friar William de",
Ruby mines in Badakhshan,,,
Ruc (Rukh,,"or Gryphon, bird called, described",
Ruc (Rukh,,its feathers and quills,
Ruc (Rukh,,wide diffusion and various forms of fable,
Ruc (Rukh,,eggs of the Aepyornis,
Ruc (Rukh,,Fra Mauro’s story,
Ruc (Rukh,,"genus of that bird, condor",
Ruc (Rukh,,discovery of bones of /Harpagornis/ in New Zealand,
Ruc (Rukh,,"Sindbad, Rabbi Benjamin, romance of Duke Ernest",
Ruc (Rukh,,Ibn Batuta’s sight of Ruc,
Ruc (Rukh,,rook in chess,
Ruc (Rukh,,various notices of,
Rúdbár-i-Lass,,Robbers’ River,
Rúdbár-i-Lass,,"—— (Reobarles), district and River",
Rudder,,"single, noted by Polo as peculiar",
Rudder,,"double, used in Mediterranean",
Rúdkhánah-i-Duzdi (Robbers’ River),,,
Rúdkhánah-i-Shor (Salt River),,,
Rudra Deva,,King of Telingana,
Rudrama Devi,,Queen of Telingana,
Rukh,,Shah,
Rukhnuddin,,"Mahmud, Prince of Hormuz",
Rukhnuddin,,—— Masa’úd,
Rukhnuddin,,"—— Khurshah, son of Alaodin, Prince of the Ismaelites",
Rúm,,,
Runiz,,,
Ruomedam–Ahomet,,King of Hormuz,
Rupen,,"Bagratid, founder of Armenian State in Cilicia",
Rupert,,Prince,
Rüppell’s Table of Abyssinian kings,,,
Russia (Rosia,,annexes Georgia,
Russia (Rosia,,"great cold, Arab accounts of",
Russia (Rosia,,silver mines,
Russia (Rosia,,subject to Tartars,
Russia (Rosia,,conquered by Batu,
Russia (Rosia,,—— leather,
Russia (Rosia,,clothes of,
Russians,,trusty lieges of king,
Rusták,,,
Rusticiano of Pisa,,,
Rusticiano of Pisa,,introduces himself in prologue,
Rusticiano of Pisa,,writes down Polo’s book,
Rusticiano of Pisa,,extracts and character of his compilation,
Rusticiano of Pisa,,his real name,
Rusticiano of Pisa,,his other writings,
Ruysch’s map,,,
Ruysch’s map,,,
Saadi,,,
Saba (Sava,,"Savah), city of the Magi",
Sabaste,,/see/ Sivas,
Sable,,its costliness,
Sabreddin,,,
Sabzawur,,,
Sachiu (Sha-chau),,,
Sacrifices of people of Tangut,,,
Sacrifices of people of Tangut,,—— human,
Sacrifices of people of Tangut,,"/Sadd-i-Iskandar/, rampart of Alexander",
Saffron,,fruit-serving purposes of,
Sagacity of sledge-dogs,,,
Sagamon Borcan,,/see/ Sakyamuni Buddha,
Sagatu,,general of Kúblái’s,
Saggio (1/6 oz.),,,
Sago,,,
Saianfu,,/see/ Siang-yang-fu,
Saif Arad,,king of Abyssinia,
Saifuddin Nazrat,,ruler of Hormuz,
Saimur (Chaul),,,
Sain Khan (or Batu),,,
St. Anno of Cologne,,,
St. Barlaam and St. Josafat,,story of Buddhist christianised,
St. Barsauma (Barsamo,,"Brassamus), and monastery of",
St. Blasius (Blaise,,Church at Sivas,
St. Brandon,,,
St. Buddha,,,
St. Epiphanius,,,
St. George,,"Church of, in Sivas",
St. George,,at Quilon,
St. Helena,,,
St. James’ Shrine,,Gallicia,
St. John the Baptist,,"Church of, in Samarkand",
St. John the Baptist,,—— Major Oliver,
St. Leonard’s Convent in Georgia,,and the fish miracle,
St. Lewis,,,
St. Lewis,,his campaign on the Nile,
St. Martin,,"Vivien de, Map",
St. Mary’s Island,,Madagascar,
St. Matthew,,Monastery near Mosul,
St. Matthew’s Gospel,,story of the Magi,
St. Nina,,,
St. Sabba’s at Acre,,,
St. Thomas,,the Apostle,
St. Thomas,,his shrine in India,
St. Thomas,,"his murderers, and their hereditary curse",
St. Thomas,,reverenced by Saracens and heathen,
St. Thomas,,miracles in India,
St. Thomas,,story of his death,
St. Thomas,,tradition of his preaching in India,
St. Thomas,,translation of remains to Edessa,
St. Thomas,,King Gondopharus of legend a real king,
St. Thomas,,Roman Martyrology,
St. Thomas,,the localities,
St. Thomas,,alleged discovery of reliques,
St. Thomas,,the Cross,
St. Thomas,,church ascribed to,
St. Thomas,,in Abyssinia,
St. Thomas’s Isle,,,
St. Thomas’s Isle,,—— Mounts,
Saker falcons,,,
Sakta doctrines,,,
Sakya Muni (Sagamon Borcan) Buddha,,,
Sakya Muni (Sagamon Borcan) Buddha,,death of,
Sakya Muni (Sagamon Borcan) Buddha,,recumbent figures of,
Sakya Muni (Sagamon Borcan) Buddha,,story of,
Sakya Muni (Sagamon Borcan) Buddha,,his footmark on Adam’s Peak,
Sakya Muni (Sagamon Borcan) Buddha,,"Alms dish, Holy Grail",
Sakya Muni (Sagamon Borcan) Buddha,,tooth relique,
Salamander,,the,
Salar (Ho-chau),,,
Salem,,"dragoman, explores Rampart of Gog",
Salghur,,Atabegs of Fars,
Sálih,,"Malik, son of Badruddin Lúlú",
Salsette Island,,,
Salt,,"H., his version of Abyssinian chronology",
Salt,,—— rock,
Salt,,in Badakhshan,
Salt,,used for currency,
Salt,,extracted from deep wells,
Salt,,in Carajan province,
Salt,,manufactured in Eastern China,
Salt,,"manufacture, revenue and traffic in",
Salt,,trade on the Kiang,
Salt,,junks employed therein,
Salt,,—— stream,
Salwen River,,or Lu–Kiang,
Samagar,,,
Samána,,,
Samara,,"kingdom of, /see/ Sumatra",
Samarkand (Samarcan,,,
Samarkand (Samarcan,,story of a miracle at,
Samarkand (Samarcan,,colony near Peking from,
Sampson,,"Theos., on grapes in China",
Sampson,,/Sámsúnji Báshi/,
Samudra,,/see/ Sumatra,
Samuel,,his alleged tomb at Sávah,
San Giovanni Grisostomo,,,
San Giovanni Grisostomo,,parish in Venice where the Ca’ Polo was,
San Giovanni Grisostomo,,theatre,
San Lorenzo,,"Venice, burial place of Marco and his father",
Sandu,,/see/ Chandu,
Sanf,,/see/ Champa,
Sangín,,Sangkan River,
Sanglich,,dialect of,
Sang–Miau,,tribe of Kwei-chau,
Sangon,,the Title (Tsiang-kiun),
Sanitary effects of Mountain air,,,
Sanjar,,sovereigns of Persia,
Sankin Hoto,,Dalai,
Sanuto of Torcelli,,Marino,
Sanuto of Torcelli,,his World Map,
Sanuto of Torcelli,,on long range,
Sappan wood,,/see/ Brazil,
Sapta–Shaila,,,
Sapurgan (Sabúrkán,,"Shabúrkán, Shibrgán)",
Sapurgan (Sabúrkán,,"/Saputa, Sçue/, peculiar use of",
Saracanco (Saraichik,,on the Yaik,
Saracens,,/see/ Mahomedans,
Sarai (Sara,,capital of Kipchak,
Sarai (Sara,,city and its remains,
Sarai (Sara,,perhaps occupied successive sites,
Sarai (Sara,,—— Sea of (Caspian),
Sarai (Sara,,"/Sáras/, crane (/Grus antigone/)",
Saratov,,,
Sarbizan Pass,,,
Sardines,,,
Sárdú Pass,,,
Sarghalan River,,,
Sarha,,Port of Sumatra,
Sarhadd River,,,
Sar-i-kol,,Lakes,
Sarsáti,,,
Sartak,,the Great Khan’s ambassador to Húlakú,
Sassanian dynasty,,,
Sati,,/see/ Suttee,
Satin,,probable origin of word,
Satin,,"/Saum, Sommo/",
Satin,,silver ingots used in Kipchak,
Satin,,apparently the original rouble,
Satin,,/Sauromatae/,
Sávah (Saba),,,
Savast (Siwas),,,
Scanderoon,,Gulf of,
Scasem,,,
Scherani,,bandits,
Schiltberger,,Hans,
Schindler,,General Houtum-,
Schlegel,,Dr. G,
Schmidt,,Professor I.J,
Schönborn,,Carl,
Schuyler,,Eugene,
Scidmore,,"Miss E., on the Tide",
Scotra,,/see/ Socotra,
Sea of Chin,,,
Sea of Chin,,—— England,
Sea of Chin,,"—— Ghel, or Ghelan",
Sea of Chin,,—— India,
Sea of Chin,,—— Rochelle,
Sea of Chin,,—— Sarain,
Seal,,Imperial,
Sebaste,,/see/ Sivas,
Sebourc,,"Bauduin de, /see Bauduin de Sebourc/",
Sees of Latin Church,,,
Sees of Latin Church,,—— Nestorian Church,
Sefavíehs,,the,
Seilan,,/see/ Ceylon,
Self-decapitation,,,
Selitrennoyé Gorodok (Saltpetre Town),,,
Seljukian dynasty,,,
Seljukian dynasty,,—— Turks,
Seljukian dynasty,,"/Selles, chevaux à deux/, the phrase",
Semal tree,,,
Semedo,,,
Semenat,,/see/ Somnath,
Sempad,,"Prince, High Constable of Armenia",
Sendal,,a silk texture,
Sendal,,"/Sendaus/, generally Taffetas",
Sendemain,,king of Seilan,
Seneca,,/Epistles/,
Senecherim,,king of Armenia,
Seni,,Verzino,
Seni,,/Senshing/,
Sensin,,"ascetics, devotees living on bran",
Sentemur,,,
Sepulchre of Adam,,/see/ Adam’s Sepulchre,
Sepulchre of Adam,,—— of our Lord,
Sepulchre of Adam,,oil from,
Serano,,Juan de,
Serazi (Shíráz,,kingdom of Persia,
Serendib,,,
Serendib,,"/Seres/, /Sinae/",
Serendib,,their tree wool,
Serendib,,ancient character of the,
Serpents,,"great, i.e. alligators",
Sertorius,,,
Sesamé,,,
Sesamé,,"/Sesnes/, mediaeval form of /cygnet/, /cigne/",
Sesamé,,"/Seta Ghella/, /seta Leggi/ (Ghellé), silk",
Seth’s mission to Paradise,,,
Sevan Lake,,,
Seven Arts,,the,
Severtsoff,,shoots the /Ovis Poli/,
Severtsoff,,on the name Bolor,
Seyyed Barghash,,Sultan of Zanzibar,
Shabankara,,or Shawankára (Soncara),
Shabar,,son of Kaidu,
Sha-chau (Sachin,,“Sand-district”,
Shadow,,augury from length of,
Shah Abbas,,,
Shah Abbas,,his Court,
Shah Abbas,,—— Jahan,
Shahr-i-Babek,,turquoise mine at,
Shahr-i-Nao (Siam),,,
Shahr Mandi,,or Pandi,
Shah Werdy,,last of the Kurshid dynasty,
Shaibani Khan,,,
Shaibani Khan,,/Shaikh-ul-Jibal/,
Shaikhs (Esheks,,in Madagascar,
Shakespeare,,on relation of gold to silver,
Sháliát,,,
Shamanism. (/See/ also Devil–Dancing.),,,
Shampath,,ancestor of Georgian kings,
Shamsuddin Shamatrani,,,
Shamuthera,,/see/ Sumatra,
Shan (Laotian,,or /Thai/),
Shan (Laotian,,—— race and country,
Shan (Laotian,,—— dynasty in Yun-nan,
Shan (Laotian,,—— ponies,
Shan (Laotian,,"—— state of Pong, /see/ Pong",
Shanars of Tinnevelly,,,
Shanars of Tinnevelly,,their devil-worship,
Shang-hai,,,
Shangking–Fungking,,,
Shangtu,,Shangdu (Chandu),
Shangtu,,Kúblái’s City and Summer Palace,
Shangtu,,Dr. Bushell’s description of,
Shangtu,,Kúblái’s annual visit to,
Shangtu Keibung,,,
Shan-hai-kwan,,,
Shankárah,,Shabankára (Soncara),
Shan-si,,,
Shan-tung,,,
Shan-tung,,silk in,
Shan-tung,,pears from,
Shao-hing-fu,,,
Shao-ling,,pariah caste of,
Sharakhs,,,
Shara-ul-buks (Forest of box on the Black Sea),,,
Sharks and shark charmers,,,
Shauls,,"or Shúls, the",
Shawánkára (Soncara),,,
Shaw,,R.B,
Shawls of Kerman,,,
Sheep,,fat-tailed in Kerman,
Sheep,,—— four-horned at Shehr,
Sheep,,—— large Indian,
Sheep,,—— none in Manzi,
Sheep,,—— of Pamir (/Ovis Poli/),
Sheep,,"—— wild, of Badakhshan (Kachkar, /Ovis Vignei/)",
Sheep,,—— with trucks behind,
Sheep,,—— Zanghibar,
Sheep’s head given to horses,,,
Shehr,,"or Shihr, /see/ Esher",
Shehrizor (Kerkuk),,,
Shenrabs,,,
Shen-si,,,
Shentseu tribe,,,
Sheuping,,,
Shewá,,cool plateau of,
Shibrgán (Sapurgan),,,
Shieng,,"Sheng, or Sing, the Supreme Board of Administration",
Shieng,,"/Shien-sien/, /Shin-sien/",
Shighnan (Syghinan,,ruby mines,
Shighnan (Syghinan,,"/Shijarat Malayu/, or Malay Chronicle",
Shikárgáh,,"applied to animal pattern textures, Benares brocades",
Shing-king,,or Mukden,
Ships,,of the Great Khan,
Ships,,of India at Fuju,
Ships,,of Manzi described,
Ships,,"mediaeval, accounts of",
Ships,,in Japan,
Ships,,in Java Seas,
Ships,,at Eli,
Shíráz (Cerazi),,,
Shireghi,,,
Shirha,,,
Shirwan,,,
Shi-tsung,,Emperor,
Shoa,,,
Shob’aengs of Nicobar,,,
Shodja ed-din Kurshid,,Kurd,
Shor–Rud (Salt River),,,
Shot of Military Engines,,,
Shpilevsky,,,
Shúlistán (Suolstan),,,
Shúls of Shauls,,people of Persia,
Shut up nations,,legend of the,
Shwéli River,,,
Siam,,,
Siam,,king of,
Siang-yang-fu (Saianfu,,,
Siang-yang-fu (Saianfu,,Kúblái’s siege of,
Siang-yang-fu (Saianfu,,Polo’s aid in taking,
Siang-yang-fu (Saianfu,,difficulties in Polo’s account,
Siang-yang-fu (Saianfu,,"not removed by Pauthier, notice by Wassáf, Chinese account",
Siang-yang-fu (Saianfu,,Rashiduddin’s,
Siang-yang-fu (Saianfu,,treasure buried,
Siberia,,,
Sibree,,on rofia palm,
Sick men put to death and eaten by their friends,,,
Sick men put to death and eaten by their friends,,"/Siclatoun/, kind of texture",
Siddhárta,,,
Sidi Ali,,,
Sien,,"Sien–Lo, Sien–Lo-Kok (Siam, Locac)",
Sifan,,,
Sigatay,,/see/ Chagatai,
Sighelm,,envoy from King Alfred to India,
Si Hia,,language of Tangut,
Si-hu,,Lake of Kinsay or Hang-chau,
Sijistán,,,
Siju (Suthsian),,,
Sikintinju (Kien-chow),,,
Silesia,,Mongol invasion of,
Silk,,called Ghellé (of Gilan),
Silk,,manufacture at Yezd,
Silk,,at Taianfu,
Silk,,in Shan-si and Shen-si,
Silk,,in Kenjanfu,
Silk,,Cuncun,
Silk,,Sindafu,
Silk,,Kwei-chau,
Silk,,Tasinfu,
Silk,,Piju,
Silk,,Pao-ying-Hien,
Silk,,Nanghin,
Silk,,Chinhiang-fu,
Silk,,Chinginju,
Silk,,Suju,
Silk,,Vughin,
Silk,,Kinsay,
Silk,,Ghiuju,
Silk,,—— cotton tree,
Silk,,—— duty on,
Silk,,—— and gold stuffs,
Silk,,"—— stuffs and goods, Turcomania",
Silk,,Georgia,
Silk,,Baghdad,
Silk,,Yezd,
Silk,,Kerman,
Silk,,Tenduc province,
Silk,,Cambaluc,
Silk,,Juju,
Silk,,Sindafu,
Silk,,Cacanfu,
Silk,,Chinangli,
Silk,,Suju,
Silk,,Vughin,
Silk,,Kinsay,
Silk,,in animal patterns,
Silk,,with Cheetas,
Silk,,of Kelinfu,
Silk,,with giraffes,
Silk,,tent ropes,
Silk,,bed furniture,
Silk,,—— trade at Cambaluc,
Silk,,at Kinsay,
Silk,,—— worms,
Silver chairs,,,
Silver chairs,,—— imported into Malabar,
Silver chairs,,Cambay,
Silver chairs,,—— Island,
Silver chairs,,—— mines at Baiburt,
Silver chairs,,Gumish–Khánah,
Silver chairs,,in Badakhshan,
Silver chairs,,in N. Shansi,
Silver chairs,,Yun-nan,
Silver chairs,,Russian,
Silver chairs,,—— plate in Chinese taverns,
Simon,,Metropolitan of Fars,
Simon,,—— Magus,
Simúm,,effects of,
Simurgh,,,
Sinbad,,,
Sinbad,,his story of the diamonds,
Sinbad,,of the Rukh,
Sind (Sindhu–Sauvira),,,
Sindábúr (Goa),,,
Sindachu (Siuen-hwa fu),,,
Sindafu (Chengtu-fu),,,
Sindhu–Sauvira (Sindh-Ságor),,,
Si-ngan fu (Kenjanfu,,,
Si-ngan fu (Kenjanfu,,Christian inscription at,
Singapore,,Singhapura,
Singkel,,,
Singphos,,,
Sings,,,
Singtur,,Mongol Prince,
Singuyli (Cranganor),,,
Sinhopala (Accambale,,king of Chamba,
Sinju (Si-ning fu),,,
Sinju (Si-ning fu,,—— (Ichin-hien),
Sinju-matu,,,
Sínkalán,,"Sín-ul-Sín, Mahá-chin, or Canton",
Sinope,,,
Síráf (Kish,,or Kais?),
Sir-i-Chashma,,,
Sirikol,,Lake and River,
Sírján or Shirján,,,
Sis,,,
Sístán,,,
Sitting in air,,,
Siu chau,,,
Siuen-hwa-fu,,/see/ Sindachu,
Siva,,,
Sivas,,"Siwas, Sebaste, Sevasd (Savast)",
Siwastán,,,
Siwi,,gigantic cotton in,
Sixtus V,,Pope,
Sixtus V,,"/Siya-gosh/, or lynx",
Siyurgutmish,,,
Sladen,,Major,
Slaves in Bengal,,,
Sledges,,dog-,
Sleeping-mats,,leather,
Sluices of Grand Canal,,,
Smith,,"G., Bishop of Hongkong",
Smith (R.E.,,Major R.M,
Sneezing,,omen from,
Socotra (Scotra,,island of,
Socotra (Scotra,,history of,
Socotra (Scotra,,Christian Archbishop,
Socotra (Scotra,,aloes of,
Soer (Suhar),,,
Sofala,,trade to China from,
Sogoman Borcan,,see Sakya Muni,
Sol,,"Arbre, see Arbre",
Soldaia,,"Soldachia, Sodaya (the Oriental Sudák)",
Soldan,,a Melic,
Soldurii,,trusty lieges of Celtic kings,
Soli,,"Solli (/Chola/, or Tanjore), kingdom of",
Solomon,,"house of, in Abyssinia",
Soltania,,Archbishop of (See Sultaniah.),
Somnath (Semenat,,,
Somnath (Semenat,,gates of,
Sonagar-pattanam,,,
Soncara (Shawankára),,,
Sender Bandi Davar,,see Sundara Pandi,
Sondur and Condur (Pulo Condore Group),,,
Sorcerers,,sorceries of Pashai (Udyana),
Sorcerers,,Kashmir,
Sorcerers,,Lamas and Tibetans,
Sorcerers,,—— Dagroian,
Sorcerers,,Socotra (See also Conjurers.),
Sornau (Shahr-i-Nau,,Siam,
Sotiates,,tribe of Aquitania,
Soucat,,,
Southey,,/St. Romuald/,
Spaan,,Ispahan,
Sposk,,district,
Sposk,,/Spezerie/,
Spice,,Spicery,
Spice wood,,,
Spices in China,,duty on,
Spikenard,,,
Spinello Aretini,,fresco by,
Spirit drawings and spiritual flowers,,,
Spirits haunting deserts,,,
Spiritualism in China,,,
Spittoons,,pocket,
Spodium (Spodos),,,
Sport and game,,,
Sport and game,,in Shan-si,
Sport and game,,Cachanfu,
Sport and game,,Cuncun,
Sport and game,,Acbalec Manzi,
Sport and game,,Tibet,
Sport and game,,Caindu,
Sport and game,,Zardandan,
Sport and game,,Mien,
Sport and game,,Linju,
Sport and game,,Cagu,
Sport and game,,Nanghin,
Sport and game,,Saianfu,
Sport and game,,Ching-hiang-fu,
Sport and game,,Chinginju,
Sport and game,,Changan,
Sport and game,,Kinsay,
Sport and game,,Fuju,
Sport and game,,Lambri,
Sport and game,,Maabar,
Sport and game,,Comari,
Sport and game,,Eli,
Springolds,,,
Springs,,hot,
Sprinkling of drink,,a Tartar rite,
Squares at Kinsay,,,
Sri–Thammarat,,,
Sri–Vaikuntham,,,
Sse River,,,
Stack,,"E., visits Kuh Banán",
Star Chart,,,
Star of Bethlehem,,traditions about,
Steamers on Yangtse-kiang,,,
Steel mines at Kermán,,,
Steel mines at Kermán,,in Chingintalas,
Steel mines at Kermán,,Indian,
Steel mines at Kermán,,Asiatic view of,
Stefani,,Signor,
Stein,,"Dr. M.A., on Sorcery in Kashmir",
Stein,,on Paonano Pao,
Stein,,on Pamirs,
Stein,,on site of Pein,
Stiens of Cambodia,,,
Stirrups,,short and long,
Stitched vessels,,,
Stockade erected by Polo’s party in Sumatra,,,
Stone,,"miracle of the, at Samarkand",
Stone,,—— the green,
Stone,,—— towers in Chinese cities,
Stone,,—— umbrella column,
Stones giving invulnerability,,,
Suákin,,,
Submersion of part of Ceylon,,,
Subterraneous irrigation,,,
Suburbs of Cambaluc,,,
Subutai,,Mongol general,
Su-chau (Suju,,,
Su-chau (Suju,,plan of,
Suchnan River,,,
Sudarium,,the Holy,
Súddhodhana,,,
Sugar,,Bengal,
Sugar,,manufactured,
Sugar,,art of refining,
Sugar,,of Egypt and China,
Suh-chau (Sukchur),,,
Suicides before an idol,,,
Sukchur,,province Sukkothai,
Sukkothai,,,
Sukkothai,,"/Suklát/, broadcloth",
Sukum Kala’,,,
Suleiman,,Sultan,
Sulphur and quicksilver,,potion of longevity,
Sultaniah,,Monument at (/See/ Soltania.),
Sultan Shah,,of Badakhshan,
Sumatra (Java the Less,,,
Sumatra (Java the Less,,"described, its kingdoms",
Sumatra (Java the Less,,circuit,
Sumatra,,Samudra,
Sumatra,,city and kingdom of (Samara for Samatva),
Sumatra,,legend of origin,
Sumatra,,Ibn Batuta there,
Sumatra,,its position,
Sumatra,,latest mention of,
Sumatra,,wine-pots,
Sumbawa,,,
Summers,,Professor,
Sumutala,,"Sumuntala, /see/ Sumatra",
Sun and moon,,trees of the,
Sundara Pandi Devar,,"Sondar Bandi Davar, king in Ma’bar",
Sundara Pandi Devar,,his death,
Sundara Pandi Devar,,Dr. Caldwell’s views about,
Sundar Fúlát (Pulo Condore Group),,,
Sung,,a native dynasty reigning in S. China till Kúblái’s conquest,
Sung,,"their paper-money, effeminacy",
Sung,,cremation,
Sung,,Kúblái’s war against,
Sung,,end of them,
Sunnis and Shias,,,
Suolstan (Shulistan,,a kingdom in Persia,
Superstitions in Tangut,,the devoted sheep or ram (/Tengri Tockho/),
Superstitions in Tangut,,the dead man’s door,
Superstitions in Tangut,,as to chance shots,
Superstitions in Tangut,,in Carajan,
Superstitions in Tangut,,devil-dancing,
Superstitions in Tangut,,property of the dead,
Superstitions in Tangut,,Sumatran,
Superstitions in Tangut,,Malabar,
Superstitions in Tangut,,as to omens,
Sur–Raja,,,
Survival,,instances of,
Sushun,,"Regent of China, execution of",
Su-tásh,,the Jadek,
Suttees in S. India,,,
Suttees in S. India,,of men,
Suttees in S. India,,"/Svastika/, sacred symbol of the Bonpos",
Swans,,"wild, at Chagan–Nor",
Swat,,,
Swat,,—— River,
Swi-fu,,,
Sword blades of India,,,
Syghinan,,/see/ Shighnan,
Sykes,,Major P. Molesworth,
Sylen (Ceylon),,,
Symbolical messages,,Scythian and Tartar,
Syrian Christians,,,
Syrian Christians,,"/Syrrhaptes Pallasii, see/ Barguerlac",
Szechényi,,Count,
Sze-ch’wan (Ch’eng-tu,,,
Sze-ch’wan (Ch’eng-tu,,aborigines,
